Nuclide,Element,Z,N,A,BE_exp_MeV,sigma_exp_MeV,sigma_exp_keV
233Ac,Ac,89,144,233,1769.6801787,0.013048,13.048
234Ac,Ac,89,145,234,1774.2183498,0.0139698,13.9698
235Ac,Ac,89,146,235,1779.7736985,0.0139825,13.9825
236Ac,Ac,89,147,236,1783.9811828,0.0381848,38.1848
208Th,Th,90,118,208,1591.7348928,0.0318656,31.8656
210Th,Th,90,120,210,1610.506044,0.0189,18.9
211Th,Th,90,121,211,1618.7604766,0.0860669,86.0669
212Th,Th,90,122,212,1628.5973136,0.0101124,10.1124
213Th,Th,90,123,213,1636.659411,0.0092229,9.2229
214Th,Th,90,124,214,1646.1559022,0.0106572,10.6572
215Th,Th,90,125,215,1654.000719,0.0063425,6.3425
216Th,Th,90,126,216,1662.6949272,0.0111024,11.1024
217Th,Th,90,127,217,1668.8590065,0.0106113,10.6113
218Th,Th,90,128,218,1676.7693668,0.0105076,10.5076
219Th,Th,90,129,219,1682.7446445,0.0564582,56.4582
220Th,Th,90,130,220,1690.589208,0.013684,13.684
221Th,Th,90,131,221,1696.410144,0.0080002,8.000200000000001
222Th,Th,90,132,222,1704.2183424,0.010212,10.212
223Th,Th,90,133,223,1710.1072998,0.0079388,7.9388
224Th,Th,90,134,224,1717.5684288,0.0096096,9.609599999999999
225Th,Th,90,135,225,1723.3251525,0.005085,5.085
226Th,Th,90,136,226,1730.509007,0.0044748,4.4748
227Th,Th,90,137,227,1735.9732157,0.0020884,2.0884
228Th,Th,90,138,228,1743.0783996,0.0018012,1.8012
229Th,Th,90,139,229,1748.335079,0.0024045,2.4045
230Th,Th,90,140,230,1755.129402,0.001219,1.219
231Th,Th,90,141,231,1760.2474428,0.0012243,1.2243
232Th,Th,90,142,232,1766.6878416,0.0014152,1.4152
233Th,Th,90,143,233,1771.4742321,0.0014213,1.4213
234Th,Th,90,144,234,1777.6642338,0.0025974,2.5974
235Th,Th,90,145,235,1782.330757,0.0130425,13.0425
236Th,Th,90,146,236,1788.1646368,0.0139712,13.9712
237Th,Th,90,147,237,1792.5360621,0.0158316,15.8316
211Pa,Pa,91,120,211,1609.8023028,0.0694823,69.4823
212Pa,Pa,91,121,212,1618.3293268,0.0875984,87.59840000000001
213Pa,Pa,91,122,213,1628.3429751,0.0571692,57.1692
214Pa,Pa,91,123,214,1636.6085918,0.081213,81.213
215Pa,Pa,91,124,215,1646.3352595,0.0824525,82.4525
216Pa,Pa,91,125,216,1654.3873296,0.0246456,24.6456
217Pa,Pa,91,126,217,1663.2277046,0.0124992,12.4992
218Pa,Pa,91,127,218,1669.704183,0.0178542,17.8542
219Pa,Pa,91,128,219,1677.8418477,0.0697077,69.7077
220Pa,Pa,91,129,220,1684.218008,0.014652,14.652
221Pa,Pa,91,130,221,1692.1927789,0.0593827,59.3827
222Pa,Pa,91,131,222,1698.5746806,0.0866022,86.60220000000001
223Pa,Pa,91,132,223,1706.3727411,0.0756416,75.6416
224Pa,Pa,91,133,224,1712.9193088,0.0075936,7.593599999999999
225Pa,Pa,91,134,225,1720.49634,0.0818775,81.87750000000001
226Pa,Pa,91,135,226,1726.8907018,0.0112096,11.2096
227Pa,Pa,91,136,227,1734.1652515,0.007264,7.263999999999999
228Pa,Pa,91,137,228,1740.1433328,0.004332,4.332
229Pa,Pa,91,138,229,1747.2414208,0.0032747,3.2747
230Pa,Pa,91,139,230,1753.036034,0.003036,3.036
231Pa,Pa,91,140,231,1759.8565677,0.0017787,1.7787
232Pa,Pa,91,141,232,1765.4056704,0.007656,7.656
233Pa,Pa,91,142,233,1771.9341275,0.0013281,1.3281
234Pa,Pa,91,143,234,1777.1559858,0.004095,4.095
235Pa,Pa,91,144,235,1783.2772665,0.0139825,13.9825
236Pa,Pa,91,145,236,1788.3035228,0.0139712,13.9712
237Pa,Pa,91,146,237,1794.1811739,0.013035,13.035
238Pa,Pa,91,147,238,1798.8860862,0.015827,15.827
215U,U,92,123,215,1638.4681515,0.104146,104.146
216U,U,92,124,216,1648.3623552,0.0281016,28.1016
218U,U,92,126,218,1665.6767638,0.0137122,13.7122
219U,U,92,127,219,1672.3467873,0.0133371,13.3371
221U,U,92,129,221,1687.2653629,0.0721344,72.1344
222U,U,92,130,222,1695.5838522,0.0519924,51.9924
223U,U,92,131,223,1701.8827253,0.0590504,59.0504
224U,U,92,132,224,1710.2566208,0.0152544,15.2544
225U,U,92,133,225,1716.6986325,0.009945,9.945
226U,U,92,134,226,1724.8131516,0.011074,11.074
227U,U,92,135,227,1731.1682386,0.0085125,8.5125
228U,U,92,136,228,1739.0645964,0.0134748,13.4748
229U,U,92,137,229,1745.1452922,0.0059311,5.9311
230U,U,92,138,230,1752.812221,0.004508,4.508
231U,U,92,139,231,1758.6926049,0.0026796,2.6796
232U,U,92,140,232,1765.9604288,0.0018096,1.8096
233U,U,92,141,233,1771.7220742,0.0022601,2.2601
234U,U,92,142,234,1778.567544,0.0011232,1.1232
235U,U,92,143,235,1783.8650485,0.001128,1.128
236U,U,92,144,236,1790.4105544,0.0011092,1.1092
237U,U,92,145,237,1795.5363162,0.0012087,1.2087
238U,U,92,146,238,1801.6900356,0.0014994,1.4994
239U,U,92,147,239,1806.4964136,0.0015057,1.5057
240U,U,92,148,240,1812.42492,0.002544,2.544
219Np,Np,93,126,219,1665.4234308,0.0919581,91.9581
220Np,Np,93,127,220,1672.456676,0.030712,30.712
222Np,Np,93,129,222,1687.7996886,0.0380508,38.0508
223Np,Np,93,130,223,1696.4870842,0.0828668,82.8668
224Np,Np,93,131,224,1703.1847168,0.0289184,28.9184
225Np,Np,93,132,225,1711.6701975,0.09162,91.61999999999999
226Np,Np,93,133,226,1718.5427364,0.1020616,102.0616
227Np,Np,93,134,227,1726.8519017,0.0769984,76.99839999999999
229Np,Np,93,136,229,1741.7721909,0.1011722,101.1722
230Np,Np,93,137,230,1748.408273,0.055016,55.01600000000001
231Np,Np,93,138,231,1756.0925151,0.0511434,51.1434
233Np,Np,93,140,233,1769.9103128,0.0509804,50.9804
234Np,Np,93,141,234,1775.9753388,0.0084006,8.400599999999999
235Np,Np,93,142,235,1782.9584185,0.0013865,1.3865
236Np,Np,93,143,236,1788.6946928,0.0504096,50.4096
237Np,Np,93,144,237,1795.2725115,0.0011139,1.1139
238Np,Np,93,145,238,1800.760836,0.0011424,1.1424
239Np,Np,93,146,239,1806.975752,0.0013145,1.3145
240Np,Np,93,147,240,1812.041832,0.01704,17.04
241Np,Np,93,148,241,1818.1142666,0.100015,100.015
242Np,Np,93,149,242,1823.0838164,0.200013,200.013
228Pu,Pu,94,134,228,1730.6120892,0.0233472,23.3472
229Pu,Pu,94,135,229,1737.3962986,0.0606392,60.6392
230Pu,Pu,94,136,230,1745.930368,0.014444,14.444
231Pu,Pu,94,137,231,1752.6252744,0.0220605,22.0605
232Pu,Pu,94,138,232,1760.6442648,0.0168896,16.8896
233Pu,Pu,94,139,233,1767.0246544,0.0541725,54.1725
234Pu,Pu,94,140,234,1774.7978274,0.0068094,6.8094
235Pu,Pu,94,141,235,1781.0367765,0.0205155,20.5155
236Pu,Pu,94,142,236,1788.3889312,0.0018172,1.8172
237Pu,Pu,94,143,237,1794.2700963,0.0017064,1.7064
238Pu,Pu,94,144,238,1801.2699418,0.0011424,1.1424
239Pu,Pu,94,145,239,1806.9161693,0.0011233,1.1233
240Pu,Pu,94,146,240,1813.450392,0.001104,1.104
241Pu,Pu,94,147,241,1818.6919195,0.0011086,1.1086
242Pu,Pu,94,148,242,1825.0014728,0.0012584,1.2584
243Pu,Pu,94,149,243,1830.0351141,0.0025515,2.5515
244Pu,Pu,94,150,244,1836.0549576,0.0023424,2.3424
245Pu,Pu,94,151,245,1840.754139,0.013622,13.622
246Pu,Pu,94,152,246,1846.6088646,0.0149814,14.9814
229Am,Am,95,134,229,1731.8284613,0.1063476,106.3476
235Am,Am,95,140,235,1777.812177,0.052781,52.781
238Am,Am,95,143,238,1798.2293014,0.058905,58.905
239Am,Am,95,144,239,1805.3316949,0.0019837,1.9837
240Am,Am,95,145,240,1811.283264,0.013824,13.824
241Am,Am,95,146,241,1817.9303595,0.0011086,1.1086
242Am,Am,95,147,242,1823.4679914,0.0011132,1.1132
243Am,Am,95,148,243,1829.8323306,0.0013851,1.3851
244Am,Am,95,149,244,1835.199518,0.0014884,1.4884
245Am,Am,95,150,245,1841.2495535,0.0018865,1.8865
233Cm,Cm,96,137,233,1758.218466,0.081084,81.084
234Cm,Cm,96,138,234,1766.8607112,0.017082,17.082
236Cm,Cm,96,140,236,1781.872924,0.0176292,17.6292
237Cm,Cm,96,141,237,1788.5499117,0.0743943,74.3943
238Cm,Cm,96,142,238,1796.4231908,0.0122332,12.2332
239Cm,Cm,96,143,239,1802.7927501,0.1500681,150.0681
240Cm,Cm,96,144,240,1810.286808,0.001896,1.896
241Cm,Cm,96,145,241,1816.3805608,0.0016147,1.6147
242Cm,Cm,96,146,242,1823.349968,0.0011374,1.1374
243Cm,Cm,96,147,243,1829.0430423,0.0015066,1.5066
244Cm,Cm,96,148,244,1835.8444588,0.001098,1.098
245Cm,Cm,96,149,245,1841.3630865,0.0011515,1.1515
246Cm,Cm,96,150,246,1847.8220136,0.0015252,1.5252
247Cm,Cm,96,151,247,1852.9771546,0.0038038,3.8038
248Cm,Cm,96,152,248,1859.1888168,0.002356,2.356
249Cm,Cm,96,153,249,1863.902199,0.0023655,2.3655
250Cm,Cm,96,154,250,1869.734625,0.010275,10.275
251Cm,Cm,96,155,251,1874.1475483,0.0226904,22.6904
243Bk,Bk,97,146,243,1826.7530103,0.0045198,4.5198
244Bk,Bk,97,147,244,1832.8001196,0.014396,14.396
245Bk,Bk,97,148,245,1839.771493,0.0017885,1.7885
246Bk,Bk,97,149,246,1845.689661,0.060024,60.024
247Bk,Bk,97,150,247,1852.2383776,0.005187,5.186999999999999
248Bk,Bk,97,151,248,1857.66818,0.0500464,50.0464
249Bk,Bk,97,152,249,1864.024209,0.001245,1.245
250Bk,Bk,97,153,250,1868.98985,0.0029,2.9
251Bk,Bk,97,154,251,1874.7851887,0.0107428,10.7428
237Cf,Cf,98,139,237,1778.2941159,0.0973359,97.33590000000001
240Cf,Cf,98,142,240,1802.4576,0.018024,18.024
242Cf,Cf,98,144,242,1817.2019822,0.0128986,12.8986
244Cf,Cf,98,146,244,1831.2535012,0.0026108,2.6108
245Cf,Cf,98,147,245,1837.417778,0.0024255,2.4255
246Cf,Cf,98,148,246,1844.784012,0.0015252,1.5252
247Cf,Cf,98,149,247,1850.8361586,0.014326,14.326
248Cf,Cf,98,150,248,1857.778912,0.0051336,5.1336
249Cf,Cf,98,151,249,1863.3654546,0.0011952,1.1952
250Cf,Cf,98,152,250,1869.989175,0.00155,1.55
251Cf,Cf,98,153,251,1875.0958514,0.0038905,3.8905
252Cf,Cf,98,154,252,1881.2675448,0.0023688,2.3688
253Cf,Cf,98,155,253,1886.0719141,0.0042504,4.2504
254Cf,Cf,98,156,254,1892.1033786,0.0114554,11.4554
246Es,Es,99,147,246,1840.2730854,0.089913,89.91300000000001
247Es,Es,99,148,247,1847.5848235,0.0194389,19.4389
251Es,Es,99,152,251,1873.9369342,0.0052961,5.2961
252Es,Es,99,153,252,1879.2251856,0.0500472,50.0472
253Es,Es,99,154,253,1885.5806387,0.0012397,1.2397
254Es,Es,99,155,254,1890.6682786,0.0029464,2.9464
255Es,Es,99,156,255,1896.644508,0.010812,10.812
246Fm,Fm,100,146,246,1837.1183568,0.0136776,13.6776
248Fm,Fm,100,148,248,1851.5543848,0.0085064,8.506400000000001
249Fm,Fm,100,149,249,1858.0043601,0.0062001,6.2001
250Fm,Fm,100,150,250,1865.522625,0.0079,7.9
251Fm,Fm,100,151,251,1871.7073263,0.0142819,14.2819
252Fm,Fm,100,152,252,1878.9208452,0.0052164,5.2164
253Fm,Fm,100,153,253,1884.4632136,0.0015433,1.5433
254Fm,Fm,100,154,254,1890.9775744,0.0018542,1.8542
255Fm,Fm,100,155,255,1896.15093,0.003927,3.927
256Fm,Fm,100,156,256,1902.5379328,0.0030208,3.0208
257Fm,Fm,100,157,257,1907.5039094,0.0043433,4.343299999999999
249Md,Md,101,148,249,1853.5602081,0.1644147,164.4147
250Md,Md,101,149,250,1860.413325,0.090925,90.92500000000001
251Md,Md,101,150,251,1867.9170255,0.0189254,18.9254
252Md,Md,101,151,252,1874.4879888,0.0912744,91.2744
255Md,Md,101,154,255,1894.3269915,0.005559,5.558999999999999
257Md,Md,101,156,257,1906.3192165,0.0015677,1.5677
258Md,Md,101,157,258,1911.692667,0.003483,3.483
252No,No,102,150,252,1871.3013984,0.0092988,9.2988
253No,No,102,151,253,1877.8853907,0.0069069,6.906899999999999
254No,No,102,152,254,1885.5920886,0.009652,9.652000000000001
255No,No,102,153,255,1891.5747765,0.0140505,14.0505
256No,No,102,154,256,1898.6349824,0.007552,7.552
257No,No,102,155,257,1904.2822859,0.0061937,6.1937
259No,No,102,157,259,1916.5925926,0.0063714,6.3714
253Lr,Lr,103,150,253,1872.938254,0.1645259,164.5259
254Lr,Lr,103,151,254,1879.8871724,0.091313,91.313
255Lr,Lr,103,152,255,1887.6570585,0.017697,17.697
256Lr,Lr,103,153,256,1893.929088,0.0828928,82.89280000000001
256Rf,Rf,104,152,256,1890.6713344,0.0178432,17.8432
257Rf,Rf,104,153,257,1897.0982621,0.0108197,10.8197
258Rf,Rf,104,154,258,1904.6916306,0.0160992,16.0992
261Rf,Rf,104,157,261,1923.9316938,0.0656676,65.66760000000001
257Db,Db,105,152,257,1892.0280119,0.1646342,164.6342
258Db,Db,105,153,258,1898.7459174,0.091848,91.848
259Db,Db,105,154,259,1906.3339134,0.0566951,56.6951
260Sg,Sg,106,154,260,1909.066432,0.02054,20.54
261Sg,Sg,106,155,261,1915.680231,0.0185049,18.5049
262Sg,Sg,106,156,262,1923.3874832,0.0221652,22.1652
261Bh,Bh,107,154,261,1909.8234693,0.1798029,179.8029
262Bh,Bh,107,155,262,1916.7220722,0.0930624,93.0624
264Hs,Hs,108,156,264,1926.7713168,0.0288816,28.8816
265Hs,Hs,108,157,265,1933.505561,0.023956,23.956
266Hs,Hs,108,158,266,1941.3374526,0.0271054,27.1054
266Mt,Mt,109,157,266,1934.0221068,0.0964782,96.4782
269Ds,Ds,110,159,269,1950.2917219,0.0313923,31.3923
270Ds,Ds,110,160,270,1958.516118,0.039285,39.285
